Subscription_ID,Customer_ID,Plan_Name,Plan_Type,Start_Date,End_Date,Monthly_Charges,Total_Revenue
SUB019066,CUST00784,Premium,Yearly,2072-03-13,2073-03-13,1200,14400
SUB019067,CUST14059,Premium,Yearly,2072-03-14,2073-03-14,1200,14400
SUB019068,CUST08613,Standard,Yearly,2072-03-15,2073-03-15,800,9600
SUB019069,CUST07137,Standard,Monthly,2072-03-16,2072-04-15,800,800
SUB019070,CUST19860,Premium,Monthly,2072-03-17,2072-04-16,1200,1200
SUB019071,CUST04889,Basic,Monthly,2072-03-18,2072-04-17,500,500
SUB019072,CUST06714,Standard,Yearly,2072-03-19,2073-03-19,800,9600
SUB019073,CUST08782,Basic,Monthly,2072-03-20,2072-04-19,500,500
SUB019074,CUST18213,Basic,Monthly,2072-03-21,2072-04-20,500,500
SUB019075,CUST01354,Standard,Monthly,2072-03-22,2072-04-21,800,800
SUB019076,CUST15370,Standard,Monthly,2072-03-23,2072-04-22,800,800
SUB019077,CUST17673,Standard,Monthly,2072-03-24,2072-04-23,800,800
SUB019078,CUST07457,Standard,Yearly,2072-03-25,2073-03-25,800,9600
SUB019079,CUST17816,Basic,Monthly,2072-03-26,2072-04-25,500,500
SUB019080,CUST09286,Premium,Monthly,2072-03-27,2072-04-26,1200,1200
SUB019081,CUST15015,Premium,Yearly,2072-03-28,2073-03-28,1200,14400
SUB019082,CUST04268,Premium,Yearly,2072-03-29,2073-03-29,1200,14400
SUB019083,CUST06464,Basic,Monthly,2072-03-30,2072-04-29,500,500
SUB019084,CUST10672,Standard,Yearly,2072-03-31,2073-03-31,800,9600
SUB019085,CUST15555,Basic,Yearly,2072-04-01,2073-04-01,500,6000
SUB019086,CUST03120,Premium,Monthly,2072-04-02,2072-05-02,1200,1200
SUB019087,CUST00174,Premium,Monthly,2072-04-03,2072-05-03,1200,1200
SUB019088,CUST07130,Standard,Monthly,2072-04-04,2072-05-04,800,800
SUB019089,CUST05891,Basic,Yearly,2072-04-05,2073-04-05,500,6000
SUB019090,CUST16332,Premium,Monthly,2072-04-06,2072-05-06,1200,1200
SUB019091,CUST16782,Standard,Yearly,2072-04-07,2073-04-07,800,9600
SUB019092,CUST17149,Premium,Yearly,2072-04-08,2073-04-08,1200,14400
SUB019093,CUST02308,Standard,Monthly,2072-04-09,2072-05-09,800,800
SUB019094,CUST01791,Basic,Monthly,2072-04-10,2072-05-10,500,500
SUB019095,CUST04748,Standard,Monthly,2072-04-11,2072-05-11,800,800
SUB019096,CUST19427,Premium,Monthly,2072-04-12,2072-05-12,1200,1200
SUB019097,CUST08566,Premium,Monthly,2072-04-13,2072-05-13,1200,1200
SUB019098,CUST18171,Standard,Yearly,2072-04-14,2073-04-14,800,9600
SUB019099,CUST18327,Premium,Monthly,2072-04-15,2072-05-15,1200,1200
SUB019100,CUST15600,Premium,Yearly,2072-04-16,2073-04-16,1200,14400
SUB019101,CUST06787,Premium,Yearly,2072-04-17,2073-04-17,1200,14400
SUB019102,CUST17411,Premium,Monthly,2072-04-18,2072-05-18,1200,1200
SUB019103,CUST00637,Standard,Monthly,2072-04-19,2072-05-19,800,800
SUB019104,CUST16103,Standard,Monthly,2072-04-20,2072-05-20,800,800
SUB019105,CUST16682,Basic,Monthly,2072-04-21,2072-05-21,500,500
SUB019106,CUST02512,Premium,Monthly,2072-04-22,2072-05-22,1200,1200
SUB019107,CUST09165,Basic,Monthly,2072-04-23,2072-05-23,500,500
SUB019108,CUST03219,Standard,Monthly,2072-04-24,2072-05-24,800,800
SUB019109,CUST05624,Premium,Monthly,2072-04-25,2072-05-25,1200,1200
SUB019110,CUST03721,Premium,Monthly,2072-04-26,2072-05-26,1200,1200
SUB019111,CUST11960,Standard,Monthly,2072-04-27,2072-05-27,800,800
SUB019112,CUST10350,Standard,Yearly,2072-04-28,2073-04-28,800,9600
SUB019113,CUST09105,Standard,Yearly,2072-04-29,2073-04-29,800,9600
SUB019114,CUST15816,Basic,Monthly,2072-04-30,2072-05-30,500,500
SUB019115,CUST10853,Standard,Yearly,2072-05-01,2073-05-01,800,9600
SUB019116,CUST00054,Basic,Monthly,2072-05-02,2072-06-01,500,500
SUB019117,CUST18972,Standard,Monthly,2072-05-03,2072-06-02,800,800
SUB019118,CUST13696,Basic,Monthly,2072-05-04,2072-06-03,500,500
SUB019119,CUST03522,Premium,Monthly,2072-05-05,2072-06-04,1200,1200
SUB019120,CUST02304,Standard,Yearly,2072-05-06,2073-05-06,800,9600
SUB019121,CUST12313,Basic,Monthly,2072-05-07,2072-06-06,500,500
SUB019122,CUST02147,Premium,Monthly,2072-05-08,2072-06-07,1200,1200
SUB019123,CUST02428,Standard,Monthly,2072-05-09,2072-06-08,800,800
SUB019124,CUST11183,Basic,Yearly,2072-05-10,2073-05-10,500,6000
SUB019125,CUST00417,Standard,Yearly,2072-05-11,2073-05-11,800,9600
SUB019126,CUST02278,Premium,Monthly,2072-05-12,2072-06-11,1200,1200
SUB019127,CUST14526,Premium,Monthly,2072-05-13,2072-06-12,1200,1200
SUB019128,CUST12660,Standard,Monthly,2072-05-14,2072-06-13,800,800
SUB019129,CUST02982,Basic,Monthly,2072-05-15,2072-06-14,500,500
SUB019130,CUST19460,Basic,Monthly,2072-05-16,2072-06-15,500,500
SUB019131,CUST09392,Standard,Monthly,2072-05-17,2072-06-16,800,800
SUB019132,CUST18885,Basic,Yearly,2072-05-18,2073-05-18,500,6000
SUB019133,CUST12176,Basic,Monthly,2072-05-19,2072-06-18,500,500
SUB019134,CUST12093,Premium,Yearly,2072-05-20,2073-05-20,1200,14400
SUB019135,CUST18029,Basic,Monthly,2072-05-21,2072-06-20,500,500
SUB019136,CUST08978,Standard,Monthly,2072-05-22,2072-06-21,800,800
SUB019137,CUST13192,Premium,Monthly,2072-05-23,2072-06-22,1200,1200
SUB019138,CUST05269,Standard,Yearly,2072-05-24,2073-05-24,800,9600
SUB019139,CUST15158,Premium,Monthly,2072-05-25,2072-06-24,1200,1200
SUB019140,CUST11458,Basic,Monthly,2072-05-26,2072-06-25,500,500
SUB019141,CUST11184,Standard,Monthly,2072-05-27,2072-06-26,800,800
SUB019142,CUST04812,Standard,Monthly,2072-05-28,2072-06-27,800,800
SUB019143,CUST09296,Basic,Monthly,2072-05-29,2072-06-28,500,500
SUB019144,CUST19545,Premium,Yearly,2072-05-30,2073-05-30,1200,14400
SUB019145,CUST08977,Standard,Monthly,2072-05-31,2072-06-30,800,800
SUB019146,CUST14653,Standard,Monthly,2072-06-01,2072-07-01,800,800
SUB019147,CUST12842,Basic,Monthly,2072-06-02,2072-07-02,500,500
SUB019148,CUST15215,Standard,Yearly,2072-06-03,2073-06-03,800,9600
SUB019149,CUST11449,Premium,Monthly,2072-06-04,2072-07-04,1200,1200
SUB019150,CUST14082,Premium,Monthly,2072-06-05,2072-07-05,1200,1200
SUB019151,CUST11031,Standard,Yearly,2072-06-06,2073-06-06,800,9600
SUB019152,CUST10940,Basic,Monthly,2072-06-07,2072-07-07,500,500
SUB019153,CUST15554,Basic,Monthly,2072-06-08,2072-07-08,500,500
SUB019154,CUST15403,Basic,Monthly,2072-06-09,2072-07-09,500,500
SUB019155,CUST02491,Premium,Monthly,2072-06-10,2072-07-10,1200,1200
SUB019156,CUST02250,Premium,Monthly,2072-06-11,2072-07-11,1200,1200
SUB019157,CUST09289,Basic,Yearly,2072-06-12,2073-06-12,500,6000
SUB019158,CUST02269,Basic,Monthly,2072-06-13,2072-07-13,500,500
SUB019159,CUST02680,Basic,Yearly,2072-06-14,2073-06-14,500,6000
SUB019160,CUST11997,Standard,Monthly,2072-06-15,2072-07-15,800,800
SUB019161,CUST00388,Standard,Yearly,2072-06-16,2073-06-16,800,9600
SUB019162,CUST13279,Premium,Monthly,2072-06-17,2072-07-17,1200,1200
SUB019163,CUST03959,Basic,Yearly,2072-06-18,2073-06-18,500,6000
SUB019164,CUST12132,Basic,Monthly,2072-06-19,2072-07-19,500,500
SUB019165,CUST14177,Premium,Yearly,2072-06-20,2073-06-20,1200,14400
SUB019166,CUST15364,Basic,Monthly,2072-06-21,2072-07-21,500,500
SUB019167,CUST18820,Premium,Monthly,2072-06-22,2072-07-22,1200,1200
SUB019168,CUST02702,Premium,Monthly,2072-06-23,2072-07-23,1200,1200
SUB019169,CUST16880,Premium,Monthly,2072-06-24,2072-07-24,1200,1200
SUB019170,CUST02953,Basic,Yearly,2072-06-25,2073-06-25,500,6000
SUB019171,CUST03160,Standard,Monthly,2072-06-26,2072-07-26,800,800
SUB019172,CUST10430,Basic,Monthly,2072-06-27,2072-07-27,500,500
SUB019173,CUST01159,Basic,Yearly,2072-06-28,2073-06-28,500,6000
SUB019174,CUST12782,Premium,Monthly,2072-06-29,2072-07-29,1200,1200
SUB019175,CUST00261,Basic,Yearly,2072-06-30,2073-06-30,500,6000
SUB019176,CUST04974,Premium,Monthly,2072-07-01,2072-07-31,1200,1200
SUB019177,CUST15373,Standard,Monthly,2072-07-02,2072-08-01,800,800
SUB019178,CUST08442,Premium,Yearly,2072-07-03,2073-07-03,1200,14400
SUB019179,CUST05623,Basic,Yearly,2072-07-04,2073-07-04,500,6000
SUB019180,CUST16980,Standard,Monthly,2072-07-05,2072-08-04,800,800
SUB019181,CUST03701,Premium,Yearly,2072-07-06,2073-07-06,1200,14400
SUB019182,CUST15010,Basic,Monthly,2072-07-07,2072-08-06,500,500
SUB019183,CUST07868,Basic,Monthly,2072-07-08,2072-08-07,500,500
SUB019184,CUST18826,Premium,Monthly,2072-07-09,2072-08-08,1200,1200
SUB019185,CUST18854,Standard,Yearly,2072-07-10,2073-07-10,800,9600
SUB019186,CUST00186,Basic,Monthly,2072-07-11,2072-08-10,500,500
SUB019187,CUST15928,Premium,Monthly,2072-07-12,2072-08-11,1200,1200
SUB019188,CUST11751,Standard,Yearly,2072-07-13,2073-07-13,800,9600
SUB019189,CUST14252,Basic,Monthly,2072-07-14,2072-08-13,500,500
SUB019190,CUST17621,Basic,Yearly,2072-07-15,2073-07-15,500,6000
SUB019191,CUST09168,Standard,Monthly,2072-07-16,2072-08-15,800,800
SUB019192,CUST15731,Premium,Yearly,2072-07-17,2073-07-17,1200,14400
SUB019193,CUST14784,Standard,Monthly,2072-07-18,2072-08-17,800,800
SUB019194,CUST12082,Standard,Yearly,2072-07-19,2073-07-19,800,9600
SUB019195,CUST04014,Standard,Yearly,2072-07-20,2073-07-20,800,9600
SUB019196,CUST14319,Standard,Monthly,2072-07-21,2072-08-20,800,800
SUB019197,CUST16424,Standard,Monthly,2072-07-22,2072-08-21,800,800
SUB019198,CUST18584,Premium,Monthly,2072-07-23,2072-08-22,1200,1200
SUB019199,CUST13932,Premium,Monthly,2072-07-24,2072-08-23,1200,1200
SUB019200,CUST05919,Basic,Monthly,2072-07-25,2072-08-24,500,500
SUB019201,CUST19963,Premium,Monthly,2072-07-26,2072-08-25,1200,1200
SUB019202,CUST00630,Standard,Yearly,2072-07-27,2073-07-27,800,9600
SUB019203,CUST05258,Standard,Yearly,2072-07-28,2073-07-28,800,9600
SUB019204,CUST15390,Standard,Yearly,2072-07-29,2073-07-29,800,9600
SUB019205,CUST13625,Basic,Monthly,2072-07-30,2072-08-29,500,500
SUB019206,CUST14358,Premium,Yearly,2072-07-31,2073-07-31,1200,14400
SUB019207,CUST17222,Standard,Monthly,2072-08-01,2072-08-31,800,800
SUB019208,CUST19053,Basic,Yearly,2072-08-02,2073-08-02,500,6000
SUB019209,CUST13227,Premium,Monthly,2072-08-03,2072-09-02,1200,1200
SUB019210,CUST18145,Basic,Yearly,2072-08-04,2073-08-04,500,6000
SUB019211,CUST00403,Premium,Monthly,2072-08-05,2072-09-04,1200,1200
SUB019212,CUST19015,Basic,Yearly,2072-08-06,2073-08-06,500,6000
SUB019213,CUST07650,Basic,Monthly,2072-08-07,2072-09-06,500,500
SUB019214,CUST02447,Premium,Monthly,2072-08-08,2072-09-07,1200,1200
SUB019215,CUST05670,Basic,Monthly,2072-08-09,2072-09-08,500,500
SUB019216,CUST07297,Basic,Monthly,2072-08-10,2072-09-09,500,500
SUB019217,CUST08822,Standard,Yearly,2072-08-11,2073-08-11,800,9600
SUB019218,CUST12605,Standard,Monthly,2072-08-12,2072-09-11,800,800
SUB019219,CUST15950,Standard,Monthly,2072-08-13,2072-09-12,800,800
SUB019220,CUST08268,Standard,Monthly,2072-08-14,2072-09-13,800,800
SUB019221,CUST01307,Premium,Monthly,2072-08-15,2072-09-14,1200,1200
SUB019222,CUST13254,Standard,Yearly,2072-08-16,2073-08-16,800,9600
SUB019223,CUST16231,Standard,Yearly,2072-08-17,2073-08-17,800,9600
SUB019224,CUST11760,Standard,Monthly,2072-08-18,2072-09-17,800,800
SUB019225,CUST08985,Standard,Monthly,2072-08-19,2072-09-18,800,800
SUB019226,CUST16731,Premium,Monthly,2072-08-20,2072-09-19,1200,1200
SUB019227,CUST05037,Basic,Monthly,2072-08-21,2072-09-20,500,500
SUB019228,CUST18562,Basic,Monthly,2072-08-22,2072-09-21,500,500
SUB019229,CUST12086,Premium,Monthly,2072-08-23,2072-09-22,1200,1200
SUB019230,CUST01169,Premium,Monthly,2072-08-24,2072-09-23,1200,1200
SUB019231,CUST01016,Basic,Yearly,2072-08-25,2073-08-25,500,6000
SUB019232,CUST00485,Standard,Monthly,2072-08-26,2072-09-25,800,800
SUB019233,CUST11509,Standard,Yearly,2072-08-27,2073-08-27,800,9600
SUB019234,CUST09460,Premium,Monthly,2072-08-28,2072-09-27,1200,1200
SUB019235,CUST17050,Premium,Monthly,2072-08-29,2072-09-28,1200,1200
SUB019236,CUST13825,Premium,Monthly,2072-08-30,2072-09-29,1200,1200
SUB019237,CUST02600,Standard,Yearly,2072-08-31,2073-08-31,800,9600
SUB019238,CUST17579,Basic,Monthly,2072-09-01,2072-10-01,500,500
SUB019239,CUST16684,Standard,Yearly,2072-09-02,2073-09-02,800,9600
SUB019240,CUST09406,Basic,Yearly,2072-09-03,2073-09-03,500,6000
SUB019241,CUST14628,Premium,Monthly,2072-09-04,2072-10-04,1200,1200
SUB019242,CUST17336,Basic,Monthly,2072-09-05,2072-10-05,500,500
SUB019243,CUST05081,Basic,Monthly,2072-09-06,2072-10-06,500,500
SUB019244,CUST01831,Standard,Monthly,2072-09-07,2072-10-07,800,800
SUB019245,CUST09854,Standard,Monthly,2072-09-08,2072-10-08,800,800
SUB019246,CUST04876,Basic,Monthly,2072-09-09,2072-10-09,500,500
SUB019247,CUST00533,Premium,Yearly,2072-09-10,2073-09-10,1200,14400
SUB019248,CUST02135,Standard,Yearly,2072-09-11,2073-09-11,800,9600
SUB019249,CUST04877,Standard,Monthly,2072-09-12,2072-10-12,800,800
SUB019250,CUST07955,Standard,Monthly,2072-09-13,2072-10-13,800,800
SUB019251,CUST04654,Standard,Monthly,2072-09-14,2072-10-14,800,800
SUB019252,CUST04720,Standard,Yearly,2072-09-15,2073-09-15,800,9600
SUB019253,CUST09784,Basic,Yearly,2072-09-16,2073-09-16,500,6000
SUB019254,CUST01153,Basic,Monthly,2072-09-17,2072-10-17,500,500
SUB019255,CUST02489,Basic,Monthly,2072-09-18,2072-10-18,500,500
SUB019256,CUST03182,Premium,Monthly,2072-09-19,2072-10-19,1200,1200
SUB019257,CUST09884,Standard,Monthly,2072-09-20,2072-10-20,800,800
SUB019258,CUST08324,Standard,Monthly,2072-09-21,2072-10-21,800,800
SUB019259,CUST05605,Premium,Monthly,2072-09-22,2072-10-22,1200,1200
SUB019260,CUST05195,Premium,Yearly,2072-09-23,2073-09-23,1200,14400
SUB019261,CUST02984,Standard,Yearly,2072-09-24,2073-09-24,800,9600
SUB019262,CUST08245,Standard,Monthly,2072-09-25,2072-10-25,800,800
SUB019263,CUST06183,Basic,Monthly,2072-09-26,2072-10-26,500,500
SUB019264,CUST17890,Basic,Monthly,2072-09-27,2072-10-27,500,500
SUB019265,CUST04434,Standard,Monthly,2072-09-28,2072-10-28,800,800
SUB019266,CUST05116,Standard,Monthly,2072-09-29,2072-10-29,800,800
SUB019267,CUST10291,Standard,Monthly,2072-09-30,2072-10-30,800,800
SUB019268,CUST11126,Premium,Monthly,2072-10-01,2072-10-31,1200,1200
SUB019269,CUST13504,Basic,Monthly,2072-10-02,2072-11-01,500,500
SUB019270,CUST06459,Standard,Monthly,2072-10-03,2072-11-02,800,800
SUB019271,CUST12058,Standard,Monthly,2072-10-04,2072-11-03,800,800
SUB019272,CUST10355,Premium,Yearly,2072-10-05,2073-10-05,1200,14400
SUB019273,CUST14083,Standard,Monthly,2072-10-06,2072-11-05,800,800
SUB019274,CUST15181,Basic,Monthly,2072-10-07,2072-11-06,500,500
SUB019275,CUST12015,Basic,Yearly,2072-10-08,2073-10-08,500,6000
SUB019276,CUST15357,Standard,Monthly,2072-10-09,2072-11-08,800,800
SUB019277,CUST02881,Standard,Monthly,2072-10-10,2072-11-09,800,800
SUB019278,CUST04353,Basic,Monthly,2072-10-11,2072-11-10,500,500
SUB019279,CUST03385,Premium,Yearly,2072-10-12,2073-10-12,1200,14400
SUB019280,CUST17207,Standard,Monthly,2072-10-13,2072-11-12,800,800
SUB019281,CUST07254,Standard,Yearly,2072-10-14,2073-10-14,800,9600
SUB019282,CUST11305,Premium,Monthly,2072-10-15,2072-11-14,1200,1200
SUB019283,CUST12219,Standard,Monthly,2072-10-16,2072-11-15,800,800
SUB019284,CUST19998,Premium,Monthly,2072-10-17,2072-11-16,1200,1200
SUB019285,CUST10521,Basic,Monthly,2072-10-18,2072-11-17,500,500
SUB019286,CUST04352,Premium,Monthly,2072-10-19,2072-11-18,1200,1200
SUB019287,CUST09536,Standard,Monthly,2072-10-20,2072-11-19,800,800
SUB019288,CUST13415,Standard,Monthly,2072-10-21,2072-11-20,800,800
SUB019289,CUST07842,Standard,Monthly,2072-10-22,2072-11-21,800,800
SUB019290,CUST09472,Premium,Monthly,2072-10-23,2072-11-22,1200,1200
SUB019291,CUST11511,Standard,Yearly,2072-10-24,2073-10-24,800,9600
SUB019292,CUST08976,Standard,Monthly,2072-10-25,2072-11-24,800,800
SUB019293,CUST07352,Standard,Monthly,2072-10-26,2072-11-25,800,800
SUB019294,CUST15050,Premium,Monthly,2072-10-27,2072-11-26,1200,1200
SUB019295,CUST09375,Basic,Monthly,2072-10-28,2072-11-27,500,500
SUB019296,CUST18253,Premium,Yearly,2072-10-29,2073-10-29,1200,14400
SUB019297,CUST12962,Premium,Monthly,2072-10-30,2072-11-29,1200,1200
SUB019298,CUST11498,Basic,Monthly,2072-10-31,2072-11-30,500,500
SUB019299,CUST07589,Standard,Monthly,2072-11-01,2072-12-01,800,800
SUB019300,CUST12840,Standard,Yearly,2072-11-02,2073-11-02,800,9600
SUB019301,CUST17041,Premium,Monthly,2072-11-03,2072-12-03,1200,1200
SUB019302,CUST16310,Standard,Monthly,2072-11-04,2072-12-04,800,800
SUB019303,CUST08143,Basic,Monthly,2072-11-05,2072-12-05,500,500
SUB019304,CUST16269,Standard,Monthly,2072-11-06,2072-12-06,800,800
SUB019305,CUST03985,Basic,Monthly,2072-11-07,2072-12-07,500,500
SUB019306,CUST19595,Basic,Monthly,2072-11-08,2072-12-08,500,500
SUB019307,CUST13864,Standard,Monthly,2072-11-09,2072-12-09,800,800
SUB019308,CUST05294,Premium,Monthly,2072-11-10,2072-12-10,1200,1200
SUB019309,CUST07788,Standard,Monthly,2072-11-11,2072-12-11,800,800
SUB019310,CUST16138,Premium,Monthly,2072-11-12,2072-12-12,1200,1200
SUB019311,CUST19820,Standard,Yearly,2072-11-13,2073-11-13,800,9600
SUB019312,CUST18035,Standard,Monthly,2072-11-14,2072-12-14,800,800
SUB019313,CUST07611,Premium,Yearly,2072-11-15,2073-11-15,1200,14400
SUB019314,CUST00250,Standard,Yearly,2072-11-16,2073-11-16,800,9600
SUB019315,CUST09353,Premium,Yearly,2072-11-17,2073-11-17,1200,14400
SUB019316,CUST16458,Basic,Monthly,2072-11-18,2072-12-18,500,500
SUB019317,CUST12808,Basic,Monthly,2072-11-19,2072-12-19,500,500
SUB019318,CUST08976,Standard,Monthly,2072-11-20,2072-12-20,800,800
SUB019319,CUST06968,Premium,Yearly,2072-11-21,2073-11-21,1200,14400
SUB019320,CUST03944,Premium,Yearly,2072-11-22,2073-11-22,1200,14400
SUB019321,CUST17810,Basic,Monthly,2072-11-23,2072-12-23,500,500
SUB019322,CUST04903,Basic,Monthly,2072-11-24,2072-12-24,500,500
SUB019323,CUST14211,Basic,Yearly,2072-11-25,2073-11-25,500,6000
SUB019324,CUST02696,Basic,Yearly,2072-11-26,2073-11-26,500,6000
SUB019325,CUST02693,Basic,Monthly,2072-11-27,2072-12-27,500,500
SUB019326,CUST07515,Premium,Monthly,2072-11-28,2072-12-28,1200,1200
SUB019327,CUST02001,Basic,Yearly,2072-11-29,2073-11-29,500,6000
SUB019328,CUST00381,Basic,Monthly,2072-11-30,2072-12-30,500,500
SUB019329,CUST04157,Basic,Monthly,2072-12-01,2072-12-31,500,500
SUB019330,CUST16018,Standard,Monthly,2072-12-02,2073-01-01,800,800
SUB019331,CUST18365,Premium,Monthly,2072-12-03,2073-01-02,1200,1200
SUB019332,CUST02236,Premium,Yearly,2072-12-04,2073-12-04,1200,14400
SUB019333,CUST18818,Premium,Monthly,2072-12-05,2073-01-04,1200,1200
SUB019334,CUST06142,Standard,Monthly,2072-12-06,2073-01-05,800,800
SUB019335,CUST05447,Basic,Monthly,2072-12-07,2073-01-06,500,500
SUB019336,CUST16498,Basic,Monthly,2072-12-08,2073-01-07,500,500
SUB019337,CUST16839,Premium,Yearly,2072-12-09,2073-12-09,1200,14400
SUB019338,CUST07020,Basic,Monthly,2072-12-10,2073-01-09,500,500
SUB019339,CUST08794,Basic,Monthly,2072-12-11,2073-01-10,500,500
SUB019340,CUST09949,Standard,Yearly,2072-12-12,2073-12-12,800,9600
SUB019341,CUST01582,Premium,Yearly,2072-12-13,2073-12-13,1200,14400
SUB019342,CUST01127,Premium,Monthly,2072-12-14,2073-01-13,1200,1200
SUB019343,CUST07774,Basic,Yearly,2072-12-15,2073-12-15,500,6000
SUB019344,CUST16281,Basic,Monthly,2072-12-16,2073-01-15,500,500
SUB019345,CUST08846,Basic,Monthly,2072-12-17,2073-01-16,500,500
SUB019346,CUST10100,Premium,Yearly,2072-12-18,2073-12-18,1200,14400
SUB019347,CUST08270,Standard,Monthly,2072-12-19,2073-01-18,800,800
SUB019348,CUST04131,Basic,Yearly,2072-12-20,2073-12-20,500,6000
SUB019349,CUST13643,Basic,Monthly,2072-12-21,2073-01-20,500,500
SUB019350,CUST11371,Basic,Monthly,2072-12-22,2073-01-21,500,500
SUB019351,CUST05559,Premium,Monthly,2072-12-23,2073-01-22,1200,1200
SUB019352,CUST14250,Standard,Monthly,2072-12-24,2073-01-23,800,800
SUB019353,CUST03005,Basic,Yearly,2072-12-25,2073-12-25,500,6000
SUB019354,CUST02327,Basic,Monthly,2072-12-26,2073-01-25,500,500
SUB019355,CUST11984,Basic,Yearly,2072-12-27,2073-12-27,500,6000
SUB019356,CUST00608,Premium,Yearly,2072-12-28,2073-12-28,1200,14400
SUB019357,CUST01028,Standard,Monthly,2072-12-29,2073-01-28,800,800
SUB019358,CUST01659,Basic,Monthly,2072-12-30,2073-01-29,500,500
SUB019359,CUST18280,Basic,Yearly,2072-12-31,2073-12-31,500,6000
SUB019360,CUST03430,Premium,Yearly,2073-01-01,2074-01-01,1200,14400
SUB019361,CUST17569,Basic,Yearly,2073-01-02,2074-01-02,500,6000
SUB019362,CUST13520,Premium,Yearly,2073-01-03,2074-01-03,1200,14400
SUB019363,CUST17825,Standard,Monthly,2073-01-04,2073-02-03,800,800
SUB019364,CUST19988,Premium,Yearly,2073-01-05,2074-01-05,1200,14400
SUB019365,CUST02015,Standard,Yearly,2073-01-06,2074-01-06,800,9600
SUB019366,CUST14384,Basic,Monthly,2073-01-07,2073-02-06,500,500
SUB019367,CUST16032,Standard,Monthly,2073-01-08,2073-02-07,800,800
SUB019368,CUST06614,Basic,Monthly,2073-01-09,2073-02-08,500,500
SUB019369,CUST15332,Premium,Monthly,2073-01-10,2073-02-09,1200,1200
SUB019370,CUST14105,Standard,Yearly,2073-01-11,2074-01-11,800,9600
SUB019371,CUST10306,Basic,Yearly,2073-01-12,2074-01-12,500,6000
SUB019372,CUST08174,Premium,Monthly,2073-01-13,2073-02-12,1200,1200
SUB019373,CUST04326,Premium,Yearly,2073-01-14,2074-01-14,1200,14400
SUB019374,CUST11479,Basic,Monthly,2073-01-15,2073-02-14,500,500
SUB019375,CUST00012,Premium,Monthly,2073-01-16,2073-02-15,1200,1200
SUB019376,CUST10853,Basic,Monthly,2073-01-17,2073-02-16,500,500
SUB019377,CUST08878,Premium,Monthly,2073-01-18,2073-02-17,1200,1200
SUB019378,CUST16626,Premium,Yearly,2073-01-19,2074-01-19,1200,14400
SUB019379,CUST15870,Standard,Monthly,2073-01-20,2073-02-19,800,800
SUB019380,CUST16597,Premium,Yearly,2073-01-21,2074-01-21,1200,14400
SUB019381,CUST11114,Standard,Monthly,2073-01-22,2073-02-21,800,800
SUB019382,CUST13515,Basic,Monthly,2073-01-23,2073-02-22,500,500
SUB019383,CUST03109,Basic,Monthly,2073-01-24,2073-02-23,500,500
SUB019384,CUST13956,Basic,Monthly,2073-01-25,2073-02-24,500,500
SUB019385,CUST14663,Basic,Monthly,2073-01-26,2073-02-25,500,500
SUB019386,CUST12207,Premium,Yearly,2073-01-27,2074-01-27,1200,14400
SUB019387,CUST02577,Basic,Monthly,2073-01-28,2073-02-27,500,500
SUB019388,CUST01824,Premium,Yearly,2073-01-29,2074-01-29,1200,14400
SUB019389,CUST09098,Premium,Yearly,2073-01-30,2074-01-30,1200,14400
SUB019390,CUST17586,Basic,Monthly,2073-01-31,2073-03-02,500,500
SUB019391,CUST07099,Basic,Monthly,2073-02-01,2073-03-03,500,500
SUB019392,CUST00786,Basic,Yearly,2073-02-02,2074-02-02,500,6000
SUB019393,CUST04515,Premium,Monthly,2073-02-03,2073-03-05,1200,1200
SUB019394,CUST19974,Premium,Monthly,2073-02-04,2073-03-06,1200,1200
SUB019395,CUST07203,Basic,Yearly,2073-02-05,2074-02-05,500,6000
SUB019396,CUST08806,Standard,Monthly,2073-02-06,2073-03-08,800,800
SUB019397,CUST08770,Standard,Yearly,2073-02-07,2074-02-07,800,9600
SUB019398,CUST14972,Basic,Yearly,2073-02-08,2074-02-08,500,6000
SUB019399,CUST13000,Basic,Yearly,2073-02-09,2074-02-09,500,6000
SUB019400,CUST00167,Premium,Yearly,2073-02-10,2074-02-10,1200,14400
SUB019401,CUST14175,Standard,Monthly,2073-02-11,2073-03-13,800,800
SUB019402,CUST03889,Premium,Yearly,2073-02-12,2074-02-12,1200,14400
SUB019403,CUST06319,Basic,Monthly,2073-02-13,2073-03-15,500,500
SUB019404,CUST05412,Premium,Monthly,2073-02-14,2073-03-16,1200,1200
SUB019405,CUST14358,Basic,Monthly,2073-02-15,2073-03-17,500,500
SUB019406,CUST13271,Basic,Monthly,2073-02-16,2073-03-18,500,500
SUB019407,CUST01763,Basic,Monthly,2073-02-17,2073-03-19,500,500
SUB019408,CUST03244,Basic,Monthly,2073-02-18,2073-03-20,500,500
SUB019409,CUST07357,Premium,Yearly,2073-02-19,2074-02-19,1200,14400
SUB019410,CUST13811,Premium,Monthly,2073-02-20,2073-03-22,1200,1200
SUB019411,CUST02352,Premium,Yearly,2073-02-21,2074-02-21,1200,14400
SUB019412,CUST06234,Premium,Monthly,2073-02-22,2073-03-24,1200,1200
SUB019413,CUST08574,Standard,Yearly,2073-02-23,2074-02-23,800,9600
SUB019414,CUST19613,Standard,Monthly,2073-02-24,2073-03-26,800,800
